Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,RAR,Test,Dol,Dol (no $)
1964,Indians,2083,6245,164,689,640,79,8.00%,16.90%,0.133,0.277,0.248,0.313,0.381,0.308,92,-1.6,-56.4,-17.7,10.6,91.6,143.56127, ,
1991,Blue Jays,1753,6167,133,684,649,148,8.10%,16.90%,0.143,0.292,0.257,0.322,0.4,0.322,98,8.5,-9.7,3,19.8,188.8,89.668, ,
1964,Cubs,1951,6156,145,649,609,70,8.10%,16.90%,0.14,0.284,0.251,0.314,0.39,0.312,93,-2.7,-48.2,19.9,19.9,179.2,80.4013, ,
1967,Phillies,2063,6096,103,612,553,79,8.90%,16.90%,0.116,0.28,0.242,0.313,0.357,0.3,92,-3.3,-56.4,-3.1,16.6,138.5,128.32119, ,
1968,Orioles,2012,6022,133,579,534,78,9.50%,16.90%,0.127,0.253,0.225,0.304,0.352,0.3,100,5.2,5.9,105.9,30.3,260.8,108.18784, ,
1994,Rockies,1604,4493,125,573,540,91,8.40%,16.90%,0.165,0.308,0.274,0.337,0.439,0.337,87,-5.1,-81.3,-5.8,6.2,65.7,-121.69187, ,
1972,Padres,1966,5743,102,488,452,78,7.10%,16.90%,0.106,0.26,0.227,0.283,0.332,0.281,79,0.4,-133.2,-41.6,2.3,9.4,68.65444, ,
1994,Padres,1609,4519,92,479,445,79,7.10%,16.90%,0.126,0.316,0.275,0.33,0.401,0.319,90,-0.4,-61.1,-63.2,2.4,29.4,-117.90533, ,
1994,Pirates,1554,4301,80,466,435,53,8.10%,16.90%,0.125,0.298,0.259,0.322,0.384,0.311,82,-0.3,-99.8,52.8,9.6,99.4,-87.15872, ,
2003,Blue Jays,1882,6364,190,894,853,37,8.60%,17.00%,0.175,0.313,0.279,0.349,0.455,0.347,108,-5.7,56.6,-88.5,18.5,187.6,158.13485,$79.4,79.4
2006,Mets,2007,6291,200,834,800,146,8.70%,17.00%,0.181,0.293,0.264,0.334,0.445,0.334,99,20.5,13.8,66.4,28.1,290.8,123.86815,$134.7,134.7
2008,Tigers,1849,6331,200,821,780,63,9.00%,17.00%,0.173,0.301,0.271,0.34,0.444,0.343,106,-6.7,42.3,-78.7,18,180.3,113.44148,$111.4,111.4
2001,Giants,2231,6408,235,799,775,57,9.80%,17.00%,0.194,0.29,0.266,0.342,0.46,0.341,108,-7.2,60.2,46.3,30.9,316.5,50.2682, ,
1995,Reds,2042,5575,161,747,694,190,9.30%,17.00%,0.169,0.303,0.27,0.342,0.44,0.342,104,7,37,63.3,28.3,291.3,49.7348, ,
1997,Marlins,2179,6300,136,740,703,115,10.90%,17.00%,0.135,0.298,0.259,0.346,0.395,0.329,99,-1.5,-12,35,21.9,224.2,158.53465, ,
2000,Expos,2328,6153,178,738,705,58,7.70%,17.00%,0.165,0.299,0.266,0.326,0.432,0.327,87,-9.8,-116.7,1.2,8.3,92.6,61.32144, ,
2006,Astros,2010,6326,174,735,708,79,9.20%,17.00%,0.154,0.286,0.255,0.332,0.409,0.322,90,5.7,-82.5,74.7,19.7,204,117.50803,$94.5,94.5
2002,Mets,2229,6150,160,690,650,87,7.90%,17.00%,0.139,0.289,0.256,0.322,0.395,0.314,91,-6.1,-73.1,44.5,17.2,171.4,108.53465,$66.9,66.9
1993,Padres,2316,6137,153,679,633,92,7.20%,17.00%,0.137,0.283,0.252,0.312,0.389,0.311,86,2.6,-103.5,-93.8,1.9,18.6,112.97463, ,
2008,Giants,2089,6145,94,640,606,108,7.40%,17.00%,0.12,0.305,0.262,0.321,0.382,0.309,83,-15.4,-149.4,55.5,10.5,105.2,91.98794,$65.0,65
1990,Yankees,1821,6037,147,603,561,119,7.10%,17.00%,0.125,0.27,0.241,0.3,0.366,0.3,85,3.8,-101.5,11.2,10.1,97.7,96.16122, ,
1968,Athletics,2075,6023,94,569,522,147,7.80%,17.00%,0.103,0.279,0.24,0.304,0.343,0.296,99,9.5,3.8,43.3,23.8,196.1,121.34781, ,
1967,Yankees,2048,6117,100,522,473,63,8.70%,17.00%,0.092,0.26,0.225,0.296,0.317,0.281,85,2.5,-92.5,7.7,9,74.9,141.25439, ,
1994,Marlins,1561,4387,94,468,451,65,8.00%,17.00%,0.13,0.305,0.266,0.33,0.396,0.32,90,1.7,-57.7,49.5,13.6,141,-116.03868, ,
2001,Rangers,1897,6388,246,890,844,97,8.60%,17.10%,0.195,0.3,0.275,0.344,0.471,0.349,108,5.2,70.8,-61.8,22.4,230.8,112.96157, ,
1998,Mariners,1858,6331,234,859,823,115,8.80%,17.10%,0.192,0.302,0.276,0.345,0.468,0.353,109,5.9,77.8,-30.5,26,266.4,89.68156, ,
1998,Braves,1971,6217,215,826,794,98,8.80%,17.10%,0.181,0.3,0.272,0.342,0.453,0.346,108,0.8,61.7,124.6,37.6,382.3,95.28151, ,
2005,Phillies,2165,6345,167,807,760,116,10.10%,17.10%,0.154,0.306,0.27,0.348,0.423,0.335,98,9.2,-2.9,88.2,29.3,291.9,153.48141,$137.6,137.6
2000,Dodgers,2056,6311,211,798,756,95,10.60%,17.10%,0.174,0.283,0.257,0.341,0.431,0.337,99,0.5,-4.2,46.3,23.7,255.5,123.89477, ,
1997,Astros,2164,6363,133,777,720,171,9.90%,17.10%,0.144,0.298,0.259,0.344,0.403,0.33,100,2.8,4.7,107.8,31,315.7,174.94801, ,
1961,Angels,2198,6247,189,744,700,37,10.90%,17.10%,0.153,0.272,0.246,0.331,0.399,0.327,88,-1.9,-96.1,43,14.3,140.9,152.24133, ,
1998,Tigers,1897,6243,165,722,691,122,7.30%,17.10%,0.152,0.297,0.264,0.323,0.415,0.324,90,-2.6,-86.8,38.9,16.6,168.1,89.06805, ,
2011,Mets,2002,6335,108,718,676,130,9.00%,17.10%,0.127,0.307,0.264,0.335,0.391,0.319,102,11.1,25,-39.9,19.3,182,146.82797,$146.3,146.3
1998,Phillies,2166,6300,126,713,672,97,8.10%,17.10%,0.131,0.303,0.264,0.326,0.395,0.317,87,-0.3,-105.3,69.6,16,163,131.53465, ,
1961,Cubs,2000,5992,176,689,649,35,9.00%,17.10%,0.163,0.284,0.255,0.325,0.418,0.327,93,-1.4,-52.4,-39.8,11,107.9,48.34806, ,
1990,Rangers,2033,6177,110,676,641,115,9.30%,17.10%,0.117,0.3,0.259,0.331,0.376,0.319,98,1.5,-9.4,-1.8,19.1,181.2,143.42792, ,
1995,Braves,1932,5464,168,645,618,73,9.50%,17.10%,0.16,0.276,0.25,0.326,0.409,0.324,92,-5.4,-63.3,56.8,17.6,180.7,27.50803, ,
1988,Expos,2224,6170,107,628,575,189,7.40%,17.10%,0.121,0.29,0.251,0.309,0.373,0.304,93,-0.5,-46.5,77.6,23.5,220.2,103.14791, ,
2010,Astros,2066,6005,108,611,577,100,6.90%,17.10%,0.115,0.285,0.247,0.303,0.362,0.295,79,-6.4,-156.6,23.7,5.6,53.8,114.45454,$33.4,33.4
1967,Senators,2179,6043,115,550,521,53,7.80%,17.10%,0.103,0.254,0.223,0.288,0.326,0.28,83,0.3,-104.9,40.4,10.6,93.3,146.09442, ,
1967,Athletics,2093,5932,69,526,481,118,7.60%,17.10%,0.097,0.273,0.233,0.296,0.33,0.284,83,7.3,-99.9,31.2,9.8,86.1,111.8011, ,
1994,Cubs,1606,4386,109,500,464,69,8.30%,17.10%,0.145,0.294,0.259,0.325,0.404,0.32,89,-9.5,-72.3,35.7,10.8,112.6,-104.62532, ,
1993,Tigers,1701,6505,178,899,853,104,11.80%,17.20%,0.159,0.313,0.275,0.362,0.434,0.354,114,-3.8,104.8,-54.8,25.7,255.9,217.17478, ,
2004,Cardinals,2278,6297,214,854,817,111,8.70%,17.20%,0.182,0.307,0.278,0.344,0.46,0.344,107,18.9,72.1,60.7,33.6,345.1,105.2682,$141.1,141.1
2004,Cubs,2167,6281,235,789,755,66,7.80%,17.20%,0.19,0.292,0.268,0.328,0.458,0.336,98,-12,-26.2,74.9,25.4,260.5,45.41486,$106.5,106.5
2001,Dodgers,2084,6169,206,758,714,89,8.40%,17.20%,0.17,0.279,0.255,0.323,0.425,0.322,97,-0.7,-23.8,9,18.2,187.3,99.33475, ,
1998,Padres,2282,6245,167,749,715,79,9.70%,17.20%,0.155,0.285,0.253,0.33,0.409,0.325,99,-0.4,-7.6,-14.5,17,174.8,131.50803, ,
1999,Tigers,1902,6096,212,747,704,108,7.50%,17.20%,0.181,0.287,0.261,0.326,0.443,0.334,92,-10.1,-73.6,19.8,15.5,163.1,42.01481, ,
1996,Mets,2235,6220,147,746,697,97,7.20%,17.20%,0.143,0.307,0.27,0.324,0.412,0.321,94,-3.6,-50.7,120.2,25.2,262.4,120.78804, ,
2013,Rangers,1850,6196,176,730,691,149,7.50%,17.20%,0.15,0.294,0.262,0.323,0.412,0.323,97,2,-22.5,18.3,21.6,199.7,104.78804,$159.6,159.6
1987,Cubs,2249,6197,209,720,683,109,8.10%,17.20%,0.168,0.292,0.264,0.326,0.432,0.329,92,-1.1,-63,-36.2,11.2,114.6,43.32144, ,
2004,Royals,1780,6153,150,720,675,67,7.50%,17.20%,0.139,0.293,0.259,0.322,0.397,0.314,82,-9.3,-152.8,-47.4,1,9.8,133.38799,$4.0,4
2012,Twins,1805,6209,131,701,667,135,8.10%,17.20%,0.13,0.298,0.26,0.325,0.39,0.313,95,-1.2,-34.4,-22.1,15.7,149.4,132.4013,$101.8,101.8
2003,Indians,1938,6188,158,699,660,86,7.50%,17.20%,0.148,0.286,0.254,0.316,0.401,0.313,90,-7.5,-83.9,10.1,13.8,139.7,102.09467,$59.1,59.1
1995,Cubs,1996,5543,158,693,648,105,7.90%,17.20%,0.165,0.298,0.265,0.327,0.43,0.331,96,3.6,-26.7,51.3,20.8,214.5,21.4681, ,
1992,Phillies,2060,6172,118,686,639,127,8.20%,17.20%,0.124,0.292,0.253,0.32,0.377,0.316,98,11.9,-0.8,14.7,22.3,202.7,150.85459, ,
2003,Padres,2239,6246,128,678,641,76,9.00%,17.20%,0.127,0.301,0.261,0.333,0.388,0.318,95,2,-38.3,60.8,22.4,227.4,114.54796,$96.3,96.3
2002,Padres,2143,6178,136,662,627,71,8.90%,17.20%,0.129,0.288,0.253,0.321,0.381,0.309,91,-12.4,-81.8,11,13,130.1,116.56127,$50.8,50.8
2013,Royals,1833,6093,112,648,620,153,6.90%,17.20%,0.119,0.3,0.26,0.315,0.379,0.305,89,18.2,-57.4,68.2,22.8,211.4,107.70793,$168.9,168.9
2003,Mets,2258,6007,124,642,607,70,8.10%,17.20%,0.128,0.282,0.247,0.314,0.374,0.302,80,-4.4,-155.5,10.6,5.1,52.2,114.57458,$22.1,22.1
1993,Marlins,2128,6127,94,581,542,117,8.10%,17.20%,0.099,0.289,0.248,0.314,0.346,0.298,79,1.5,-161.8,13.1,6.7,66.9,125.62782, ,
1983,Mets,2243,6009,112,573,542,141,7.30%,17.20%,0.103,0.277,0.241,0.3,0.344,0.29,79,2,-144.1,37.6,9,85.7,122.77448, ,
1967,Angels,2126,5894,114,567,524,40,7.70%,17.20%,0.111,0.275,0.239,0.301,0.349,0.294,95,-1.9,-32.9,69.3,21.4,190.3,103.90783, ,
1995,Cardinals,1940,5349,107,563,533,79,8.20%,17.20%,0.127,0.283,0.247,0.314,0.374,0.306,83,-5.5,-121.9,71.5,13,132.9,35.57458, ,
2011,Red Sox,1803,6414,203,875,842,102,9.00%,17.30%,0.181,0.314,0.28,0.349,0.461,0.352,117,-12.2,114.3,21.1,36.2,342.6,123.69487,$275.4,275.4
1987,Rangers,1881,6248,194,823,772,120,9.10%,17.30%,0.165,0.296,0.266,0.333,0.43,0.333,99,-8.8,-17.8,-49.7,14.3,145.5,151.4681, ,
2001,Cubs,2271,6219,194,777,748,67,9.30%,17.30%,0.169,0.29,0.261,0.336,0.43,0.329,98,-2.6,-21.8,29.3,20.6,211.3,105.4681, ,
1984,Phillies,2296,6284,147,720,673,186,8.80%,17.30%,0.141,0.304,0.266,0.333,0.407,0.33,107,13.1,62.4,19.9,30.5,286.6,107.65469, ,
2002,Phillies,2115,6323,165,710,676,104,10.10%,17.30%,0.163,0.294,0.259,0.339,0.422,0.331,101,1.1,5.6,22.8,23.4,234,59.05474,$91.3,91.3
2005,Diamondbacks,2148,6327,191,696,670,67,9.60%,17.30%,0.165,0.285,0.256,0.332,0.421,0.328,91,1.3,-71.2,-10.7,12.4,124.1,47.62807,$58.5,58.5
2010,Athletics,1833,6117,109,663,619,156,8.60%,17.30%,0.122,0.297,0.256,0.324,0.378,0.313,95,17.8,-20.6,6.9,20.2,195.1,125.28126,$121.4,121.4
1998,Pirates,2162,6113,107,650,613,159,6.40%,17.30%,0.121,0.294,0.254,0.311,0.374,0.304,78,9.6,-160.3,24.9,5.6,57.3,122.57458, ,
2001,Mets,2262,6155,147,642,608,66,8.90%,17.30%,0.137,0.283,0.249,0.323,0.387,0.309,87,-7.9,-115.7,37.9,12.1,123.9,81.12129, ,
2010,Orioles,1819,6109,133,613,577,76,6.90%,17.30%,0.127,0.296,0.259,0.316,0.386,0.31,87,-21,-111.8,-23.9,7.6,72.9,54.69462,$45.3,45.3
1972,White Sox,2019,5721,108,566,528,100,8.90%,17.30%,0.108,0.274,0.238,0.31,0.346,0.3,92,2.9,-42.1,-35.1,10.1,76.4,110.62782, ,
1997,Mariners,1911,6385,264,925,890,89,9.80%,17.40%,0.204,0.305,0.28,0.355,0.485,0.363,116,1,133.6,-10.9,34,347,111.93495, ,
1998,Astros,2121,6437,166,873,818,155,9.60%,17.40%,0.156,0.321,0.28,0.356,0.436,0.347,113,8.7,111.8,44.5,35.1,359.3,186.02812, ,
1996,Athletics,1834,6402,243,861,823,58,10.00%,17.40%,0.187,0.29,0.265,0.344,0.452,0.347,103,-5.7,20.4,-73,17.6,190.1,132.85484, ,
1999,Mariners,1915,6310,244,859,825,130,9.70%,17.40%,0.186,0.293,0.269,0.343,0.455,0.346,105,5.8,47.4,-71.7,18.3,200.1,123.13485, ,
2001,Blue Jays,1859,6284,195,767,728,156,7.50%,17.40%,0.167,0.293,0.263,0.325,0.43,0.324,94,7,-38.9,-18.5,15.7,160.7,95.4681, ,
1997,Dodgers,2154,6199,174,742,702,131,8.00%,17.40%,0.15,0.304,0.269,0.33,0.419,0.328,100,-1,0.5,4.4,19.8,203,98.77473, ,
1996,Expos,2312,6168,148,741,696,108,8.00%,17.40%,0.144,0.3,0.262,0.327,0.406,0.321,92,4.9,-58.4,44.8,16.8,177.7,131.22802, ,
2008,Astros,2191,6051,167,712,684,114,7.40%,17.40%,0.152,0.296,0.263,0.323,0.415,0.322,94,0.4,-49.2,90.4,23.7,237.3,79.06805,$146.7,146.7
2007,Royals,1963,6140,102,706,660,78,7.00%,17.40%,0.126,0.305,0.261,0.322,0.388,0.312,85,-1.6,-121.2,55.1,14.3,146.3,142.54796,$79.9,79.9
1989,Giants,2315,6139,141,699,647,87,8.30%,17.40%,0.14,0.285,0.25,0.316,0.39,0.315,105,-5.8,25.1,76.2,31,289.3,130.4013, ,
2004,Pirates,2224,6115,142,680,648,63,6.80%,17.40%,0.141,0.298,0.26,0.321,0.401,0.314,85,-8.6,-128.7,2.6,7.8,80.1,83.09467,$32.7,32.7
1998,Dodgers,2090,6071,158,668,629,137,7.40%,17.40%,0.135,0.284,0.252,0.31,0.387,0.307,88,4.3,-90.5,24.1,12.2,124.9,107.12129, ,
2011,Twins,1791,6020,103,619,572,92,7.30%,17.40%,0.113,0.288,0.247,0.306,0.36,0.296,82,-6.5,-133.4,-29.4,3.3,31.6,127.6012,$25.4,25.4
1996,Rockies,2319,6333,221,961,909,201,8.30%,17.50%,0.185,0.321,0.287,0.355,0.472,0.358,93,8.9,-45.4,35.7,17.6,186.7,181.38824, ,
2000,Astros,2299,6440,249,938,900,114,10.50%,17.50%,0.199,0.305,0.278,0.361,0.477,0.361,105,-0.3,46.6,-10.9,23.1,253.3,145.52159, ,
1999,Athletics,1928,6442,235,893,845,70,12.00%,17.50%,0.187,0.285,0.259,0.355,0.446,0.351,106,-2.6,52.4,-67.3,19.7,214.3,180.29482, ,
2004,Phillies,2150,6456,215,840,802,100,10.00%,17.50%,0.176,0.297,0.267,0.345,0.443,0.34,100,5.5,5.8,50.4,26.7,273.9,135.01481,$112.0,112
2006,Rockies,2152,6348,157,813,761,85,8.80%,17.50%,0.163,0.31,0.27,0.341,0.433,0.333,87,-2.7,-111.8,39.3,13.5,140,133.74811,$64.8,64.8
2005,Indians,1843,6255,207,790,760,62,8.00%,17.50%,0.181,0.302,0.271,0.334,0.453,0.34,110,3.6,76.4,20.2,30.9,307.8,59.28151,$145.1,145.1
1987,Giants,2285,6250,205,783,731,126,8.20%,17.50%,0.17,0.288,0.26,0.324,0.43,0.326,101,-18.6,-7.4,56.3,26.1,264.6,111.4681, ,
1996,Cubs,2332,6229,175,772,725,108,8.40%,17.50%,0.15,0.281,0.251,0.32,0.401,0.316,88,-2.3,-99.3,130.6,21.7,224.5,175.09467, ,
2001,Twins,1791,6185,164,771,717,146,8.00%,17.50%,0.161,0.31,0.272,0.337,0.433,0.332,99,-0.2,-5.2,13,21.8,222.6,91.74811, ,
2005,Braves,2105,6186,184,769,733,92,8.60%,17.50%,0.17,0.298,0.265,0.333,0.435,0.331,100,-1.7,-3,96.7,29.6,295.1,84.60145,$139.1,139.1
2000,Cubs,2266,6394,183,764,722,93,9.90%,17.50%,0.156,0.288,0.256,0.335,0.411,0.327,89,2.4,-94.1,47.8,15.8,169.9,141.36137, ,
2004,Dodgers,2278,6244,203,761,731,102,8.60%,17.50%,0.161,0.291,0.262,0.332,0.423,0.327,97,1.7,-19.9,96.9,28,287.5,107.48141,$117.5,117.5
2005,Mets,1973,6146,175,722,683,153,7.90%,17.50%,0.158,0.29,0.258,0.322,0.416,0.32,93,21,-32.8,13.2,18.1,180.5,86.49472,$85.1,85.1
2004,Blue Jays,1835,6178,145,719,680,58,8.30%,17.50%,0.143,0.298,0.26,0.328,0.403,0.32,88,-9.3,-107,26.4,12.7,130.3,116.94801,$53.3,53.3
1986,Giants,2248,6211,114,698,637,147,8.60%,17.50%,0.122,0.295,0.253,0.322,0.375,0.309,95,-8.4,-42.2,97.7,26.3,255.8,168.00125, ,
2012,Indians,1854,6195,136,667,635,110,9.00%,17.50%,0.131,0.288,0.251,0.324,0.381,0.31,97,-13.3,-37.4,-70,10.3,98,121.56127,$66.8,66.8
1998,Expos,2319,6042,147,644,602,91,7.30%,17.50%,0.145,0.283,0.249,0.31,0.394,0.309,83,-1.9,-134.4,71.3,12.5,127.3,65.10798, ,
2013,Giants,2062,6168,107,629,596,67,7.60%,17.50%,0.121,0.304,0.26,0.32,0.381,0.309,100,-4.6,-2.2,69,26.9,249.3,83.56127,$199.2,199.2
1970,Phillies,2137,6099,101,594,553,72,8.50%,17.50%,0.118,0.277,0.238,0.305,0.356,0.297,77,-9.3,-182.3,-40.5,-1.4,-16.8,112.89452, ,
1991,Expos,2200,6035,95,579,536,221,8.00%,17.50%,0.112,0.287,0.246,0.308,0.357,0.3,88,4.5,-79.5,43.9,16.5,157,95.32119, ,
2002,Tigers,1692,5920,124,575,546,65,6.10%,17.50%,0.132,0.283,0.248,0.3,0.379,0.297,82,-9.4,-143.5,-70.1,-1.3,-13.4,34.70793,$5.2,5.2
1963,Cubs,1931,5987,127,570,530,68,7.30%,17.50%,0.125,0.271,0.238,0.297,0.363,0.293,84,-6.9,-109,50.9,15.5,139.9,70.88121, ,
1999,Reds,2274,6378,209,865,820,164,8.90%,17.60%,0.179,0.304,0.272,0.341,0.451,0.344,96,8.4,-25.3,137.4,30.8,323.4,139.42817, ,
2005,Rangers,1787,6301,260,865,834,67,7.90%,17.60%,0.201,0.29,0.267,0.329,0.468,0.344,106,6.2,49.1,-54.3,20.8,207.6,95.68156,$97.9,97.9
2004,Rangers,1791,6256,227,860,825,69,8.00%,17.60%,0.191,0.291,0.266,0.329,0.457,0.336,95,18,-25.9,1.3,18.4,188.9,118.98819,$77.2,77.2
2001,Cardinals,2295,6172,199,814,768,91,8.60%,17.60%,0.172,0.302,0.27,0.339,0.441,0.335,101,2.7,11.8,103,31.1,317,114.16147, ,
2007,Reds,2050,6332,204,783,747,97,8.50%,17.60%,0.17,0.298,0.267,0.335,0.436,0.335,94,-7.2,-58.3,8.4,15.5,159.2,96.02812,$87.0,87
2002,Twins,1876,6196,167,768,731,79,7.60%,17.60%,0.165,0.309,0.272,0.332,0.437,0.334,101,-5.6,1.1,46.5,25.7,257.2,78.45479,$100.4,100.4
1996,Blue Jays,1664,6295,177,766,712,116,8.40%,17.60%,0.161,0.293,0.259,0.331,0.42,0.331,90,4.6,-79.8,-39.7,11.1,119.2,120.2014, ,
1996,Cardinals,2258,6177,142,759,711,149,8.00%,17.60%,0.14,0.307,0.267,0.33,0.407,0.322,93,2.2,-55,121.8,24.8,258.4,146.65469, ,
2007,Athletics,1776,6365,171,741,711,52,10.40%,17.60%,0.151,0.29,0.256,0.338,0.407,0.328,99,-7,-12.1,-32.1,17.2,176,128.65469,$96.2,96.2
2006,Padres,2268,6287,161,731,698,123,9.00%,17.60%,0.154,0.299,0.263,0.332,0.416,0.325,99,5.2,-5,65.1,26.1,270.6,95.49472,$125.3,125.3
2010,Angels,1842,6089,155,681,656,104,7.70%,17.60%,0.142,0.281,0.248,0.311,0.39,0.31,94,-8.8,-54.2,-23.7,13.5,130,112.4013,$80.9,80.9
2005,Pirates,2169,6221,139,680,656,73,7.60%,17.60%,0.141,0.297,0.259,0.322,0.4,0.315,89,-5,-91.3,22.8,13.4,134.1,85.668,$63.2,63.2
1991,Padres,2160,6048,121,636,591,101,8.30%,17.60%,0.118,0.282,0.244,0.31,0.363,0.302,87,-5.3,-96.6,99.7,20.3,196.1,136.88121, ,
1966,Angels,2203,6034,122,604,562,80,8.70%,17.60%,0.122,0.266,0.232,0.303,0.354,0.292,92,-1.5,-56.7,35.6,15.4,139.2,128.04118, ,
1992,Giants,2280,6070,105,574,532,112,7.20%,17.60%,0.111,0.283,0.244,0.302,0.355,0.297,88,-3.5,-82.6,39.6,15.5,142.8,95.46785, ,
2009,Red Sox,1992,6344,212,872,822,126,10.40%,17.70%,0.184,0.301,0.27,0.352,0.454,0.351,106,-7.7,40.7,-13.2,24.5,244.4,138.70818,$156.5,156.5
2007,Rockies,2133,6498,171,860,823,100,9.60%,17.70%,0.158,0.322,0.28,0.354,0.437,0.346,97,10.1,-19.4,41.6,23.1,236.7,170.45479,$129.3,129.3
2001,Astros,2116,6320,208,847,805,64,9.20%,17.70%,0.18,0.304,0.271,0.347,0.451,0.343,101,-8.8,-1.5,36.1,23.6,241.7,121.42817, ,
2012,Rangers,1906,6216,200,808,780,91,7.70%,17.70%,0.173,0.306,0.273,0.334,0.446,0.336,106,-5.1,40.2,-10.1,24.8,236.3,95.29482,$160.9,160.9
1997,Padres,2209,6373,152,795,761,140,9.50%,17.70%,0.136,0.312,0.271,0.342,0.407,0.331,102,2.6,15.4,-94.2,11.9,124.7,182.65469, ,
1986,Rangers,1799,6148,184,771,725,103,8.30%,17.70%,0.16,0.301,0.267,0.331,0.428,0.336,103,-14,11.4,-19.3,20.2,195,104.61476, ,
1998,Reds,2270,6269,138,750,723,95,9.70%,17.70%,0.14,0.303,0.262,0.337,0.402,0.326,92,0.6,-63.1,52.5,18.3,187.1,150.52134, ,
2005,Rockies,2060,6240,150,741,704,65,8.20%,17.70%,0.144,0.307,0.267,0.333,0.411,0.325,85,-10.7,-130.7,30.5,10.3,103,118.36137,$48.6,48.6
2002,Expos,2257,6250,162,735,695,118,9.20%,17.70%,0.157,0.298,0.261,0.334,0.418,0.326,93,-0.3,-58.6,-12.7,13.2,131.9,94.34806,$51.5,51.5
2014,Athletics,2003,6245,146,729,686,83,9.40%,17.70%,0.137,0.278,0.244,0.32,0.381,0.312,101,10.3,19.3,0.2,24.3,221.3,183.56127,$184.5,184.5
2011,Brewers,2030,6113,185,721,693,94,7.90%,17.70%,0.164,0.293,0.261,0.325,0.425,0.327,103,0.3,20.6,43.4,26.9,254,62.33475,$204.2,204.2
2012,Giants,2199,6200,103,718,675,118,7.80%,17.70%,0.128,0.315,0.269,0.327,0.397,0.314,101,12.4,21.8,55.9,28.3,270.5,131.38799,$184.2,184.2
1997,Expos,2215,6131,172,691,659,75,6.90%,17.70%,0.167,0.29,0.258,0.316,0.425,0.323,91,-4.4,-78.2,64.2,17.9,181.8,32.33475, ,
2012,Phillies,1917,6172,158,684,659,116,7.40%,17.70%,0.144,0.29,0.255,0.317,0.4,0.311,93,11.2,-40.3,52,21.3,203.7,89.668,$138.7,138.7
1965,Phillies,2130,6172,144,654,608,46,8.00%,17.70%,0.134,0.285,0.25,0.313,0.384,0.31,96,-2.6,-33.3,-5.3,17.6,153.8,100.84128, ,
1996,Phillies,2083,6171,132,650,604,117,8.70%,17.70%,0.131,0.295,0.256,0.325,0.387,0.314,85,3.5,-110.4,39.3,11.3,120.3,89.12129, ,
2008,Nationals,2224,6192,117,641,608,81,8.60%,17.70%,0.122,0.292,0.251,0.323,0.373,0.31,84,-16.8,-145.4,29.8,8.5,85.1,116.14791,$52.6,52.6
2005,Nationals,2227,6142,117,639,615,45,8.00%,17.70%,0.134,0.293,0.252,0.322,0.386,0.309,88,-16.4,-112.9,78.8,16.6,165.9,80.69462,$78.2,78.2
1995,Pirates,2018,5501,125,629,587,84,8.30%,17.70%,0.137,0.298,0.259,0.323,0.396,0.317,86,-8.5,-106.9,-9.3,6.9,72.3,44.96132, ,
2010,Yankees,1956,6379,201,859,823,103,10.40%,17.80%,0.169,0.3,0.267,0.35,0.436,0.346,112,12.1,101.5,-8.1,32.3,311.2,172.02812,$193.6,193.6
1999,Astros,2043,6403,168,823,784,166,11.40%,17.80%,0.154,0.306,0.267,0.355,0.42,0.341,101,-0.7,7.5,71.8,27.4,291.5,177.2014, ,
1997,Rangers,1921,6266,187,807,773,72,8.00%,17.80%,0.164,0.309,0.274,0.334,0.438,0.337,95,-1.1,-42.2,-1.2,17.3,176.8,114.88146, ,
2008,Phillies,2147,6273,214,799,762,136,9.30%,17.80%,0.182,0.283,0.255,0.332,0.438,0.334,98,23.6,4.7,107.5,31.4,315.5,106.88146,$195.0,195
1997,Giants,2249,6296,172,784,746,121,10.20%,17.80%,0.156,0.292,0.258,0.337,0.414,0.329,99,3.5,-3.9,82.5,27.5,279.7,153.64138, ,
2000,Phillies,1954,6273,144,708,668,102,9.70%,17.80%,0.148,0.29,0.251,0.329,0.4,0.32,83,7.3,-137.5,51.5,11.8,126,113.668, ,
2005,Dodgers,2305,6134,149,685,653,58,8.80%,17.80%,0.142,0.29,0.253,0.326,0.395,0.317,91,-21.4,-93.3,29,13.6,135.5,103.53465,$63.9,63.9
2001,Expos,2164,6025,131,670,622,101,7.90%,17.80%,0.143,0.291,0.253,0.319,0.396,0.309,79,-2.2,-171.7,-14.2,1,11.5,85.96132, ,
2011,Angels,1794,6088,155,667,629,135,7.30%,17.80%,0.149,0.288,0.253,0.313,0.402,0.313,98,-3.8,-14.6,28.1,22.2,210.1,67.52134,$168.9,168.9
2010,Mets,2063,6144,128,656,625,130,8.20%,17.80%,0.134,0.287,0.249,0.314,0.383,0.307,89,10.6,-70.9,43.5,17,163.6,105.41461,$101.8,101.8
1995,Mets,1883,5578,125,656,617,58,8.00%,17.80%,0.133,0.309,0.267,0.33,0.4,0.322,93,-6.8,-53.4,12.9,14.5,150.7,61.668, ,
1995,Tigers,1566,5535,159,654,619,73,10.00%,17.80%,0.157,0.278,0.247,0.327,0.404,0.324,89,-2.4,-82.7,-72.6,3.2,34.8,49.37468, ,
