Infusing Students In Product Design,Instructional Strategies,Show & Tell,Basic Understanding,Jim Donohueæ,"Hosted by Cengage Learning: Improving student outcomes starts with meeting students where they are and not where we expect them to be. TodayÍs students are different in how they spend their time and how they use technology in their daily lives. Their needs and realities are not the same as in the past. So, why continue developing digital solutions with old notions expecting new results? In this session weÍll explore how Cengage Learning changed the lens in product development with the new MindTap Math Foundations program to focus on students lives, where they are today and how they live. You will find unexpected ways to increase student engagement, persistence through learning challenges and increase retention.",students,product design,developmental education
"Watch, Chat and Learn the OVEE Way",Instructional Strategies,Show & Tell,Basic Understanding,"Sharan Sklar, Katrina Kehoe æ","Hosted by ITVS: What if you could plug free high quality media and live chats with world-class experts into your lesson plan? We all know real life experiences and moving images are powerful ways to bring classroom subjects to life. With OVEE you can create interactive learning events, pivoting around live-streaming, moderated chat and compelling PBS shows like NOVA and Frontline to spark discussion, build engagement and increase participation. Take your students on a virtual class trip to chat live with Astronaut Shannon Lucid or watch a nature series and dialog with scientists from around the country. Learn how educators are harnessing the power of public media to engage, educate and inspire students.",innovation,blended learning,data
Innovation Without Compromise,Learning Spaces,Show & Tell,Basic Understanding,William Hughesæ,"Hosted by Cengage Learning: Expectations around the learning experience have skyrocketed in recent years. Personalized learning can achieve improved student outcomes, but innovators are often faced with limiting choices:  not the learning experience you want, or not the solution you can afford. Too many systems arbitrarily force either-or design choices. WhatÍs missing is an open, ecosystem-based approach to digital learning solutions. Layered learning design is such an approach. This session will describe layered design, a software best practice applied to courseware and learning solutions. It will showcase examples of how to apply layered design to learning products, courseware and competency-based systems.",competency-based education,nextgeneration,digital
Analytic Catalytics - Powerful Analytics Innovation,Data Analytics,Solo,Basic Understanding,"Lisa McIntyre, Jeff King, Celeste Schwartz, Laura Mercer, Randy Stiles, Andreea Serbanæ","Hosted by Civitas Learning: These TED-style talks from Civitas Learning partner institutions will highlight how they are improving student success by bringing systems (and people) together and optimizing data, developing hypotheses and diving into insights, preparing to take action and planning how to measure and accurately report on the impact of their work.		",Higher Education,Learning Analytics,Civitas Learning Summit
Tots and TVs: Children's Learning from Screens,Early Learning,Solo,Basic Understanding,Sarah Lytleæ,"Screens are everywhere! Young children are spending more and more time engaged with screen media. Learn what, when and how infants and toddlers are learning from screens as well as how we can support childrenÍs media activities. We will also discuss important cognitive advances children make during the first years of life that impact their ability to learn from screens. Finally, we will explore the many practical applications and resources for parents and educators, and ways to make the most of ever-present media technology.",media,children,learning environments
Leveraging Teacher Insight in Edtech Design,Entrepreneurialism,Solo,Basic Understanding,Karen Johnsonæ,"Hosted by the Bill and Melinda Gates Foundation: To support the product development efforts of K_-12 edtech entrepreneurs, the Bill and Melinda Gates Foundation latest research report ñTeachers Know Best: What Educators Want From Digital Instructional Tools 2.0î renews our understanding about how teachers currently use digital instructional tools, their attitudes toward digital technology and their perceived effectiveness of digital tools. The findings from this research are essential to helping entrepreneurs develop tools that are appropriate for the districts and schools they are aiming to serve.		",research,,teachers know best
Wisdom of Higher Ed Pioneers in 7 Minutes or Less,Implementation,Solo,Basic Understanding,"Bridget Burns, Timothy Renick æ","Hosted by the Bill and Melinda Gates Foundation: Join a curated collection of thought leaders, Higher Ed CEOs, and respected practitioners who are each sharing groundbreaking ideas, innovations or concepts in a fast-paced vignettes. These short talks are designed to help Higher Ed professionals continue to innovate, improve student success and reflect on critical challenges facing the future of the field. In the vein of TED talks, these speakers will share their insights in seven minutes or less. ",Higher Education,Innovation,Student Success
"Robots, Robots Everywhere! - The Musical",Arts,Summit,Field Experience,"Mitch Harris, Ammon Taylor, Antonio Delgado, Brian Fahey, Zoey Belyea, Nicole Richard, Lillan Spiertzæ","Join the Paramount Academy for the Arts and Science in a Suitcase for a three hour intensive dedicated to the roboARTS program, a new partnership combining robotics and the performing arts. During this session we will take attendees on the STEAM Train as we explore the parallels between the creative writing and the engineering design processes. Participants will write original stories, program and create robotic characters, compose original songs based on their stories and characters and share their creations through an informal performance. Students currently enrolled in the roboARTS program at Lamar Middle School in Austin, TX will be our master mentors. ",robots,Performing Arts,CPE Credit
Career Readiness for 21st Century Learners,Continuing Education,Summit,Basic Understanding,"Robyn Bagley, Jeffrey Selingoæ","Hosted by Pearson: Employability experts, including best-selling author and award-winning columnist Jeff Selingo, will discuss how educators and institutions can better prepare K-20 learners for success in college and the workplace. Presenters will focus on best practices for building a pathway to postsecondary educational success, and securing and sustaining successful career opportunities.",college and career readiness ,,
Employers Helping Employees Make Personal Progress,Continuing Education,Summit,Basic Understanding,"David Leaser, Peter Janzow, Brian Polandæ","Hosted by Pearson: Learning makes us. In this session, leading employers will discuss innovative initiatives designed to help their employees make meaningful, measurable progress in their lives and unlock new career opportunities. Presenters will include WalmartÍs Brian Poland, director, Lifelong Learning, on the companyÍs GEDWorks Program for employees. In addition, IBMÍs David Leaser, senior manager of strategic initiatives for IBMÍs Global Skills Initiative, will discuss the companyÍs bold new Open Badge program, which recognizes learning achievements and community contributions, while delivering measurable benefits to badge earners and to IBM, its partner network, and customers.",employability,,
Practice for Creating Successful Career Strategy,Continuing Education,Summit,Basic Understanding,"Jamie Fall, Ron Nash, Rob Humphrey, Mike Marriner, Leah Jewellæ","Hosted by Pearson: According to a Gallup study, while 96 percent of Chief Academic Officers rate their institution as either very or somewhat effective at preparing students for the world of work, only 11 percent of business leaders strongly agree graduating students have the skills and competencies that their business needs. This panel presentation aims to help bridge the gap between education and the workplace to increase the employability of individuals. Numerous employability experts will cover the perspective of the learner, academic institution and employer, will include best-selling author, award-winning columnist Jeff Selingo, UpSkill AmericaÍs Jaime Fall, and LinkedIn.",employability,college and career readiness ,
Ready for Disruption: Tech to Interpersonal Connex,Continuing Education,Summit,Basic Understanding,"Sean Kavanagh, Jodi Glickman, Kate Nugentæ","Hosted by Pearson: In this session, experts including UpSkill AmericaÍs Director Jaime Fall, will explore insights into why there has been a misconception that low-wage jobs have been driving economic growth, and examples of promising jobs that are popular among college graduates. In addition, this session will reveal how entry level workers in industries such as retail, hospitality and food service are gaining access to education, training and development that opens opportunities for advancement thanks to an upskilling movement being embraced by employers across the nation.",employability,upskilling,
Designing an Innovative Future for Early Learning,Early Learning,Summit,Basic Understanding,"Sunita Mohanty, Joe Waters, Libby Doggett, Jessica Millstone, Michael Levine, Shauntel Poulson, Catherine  Atkin, Ben Mcadams, Kathy Dunleavy, Bruce Bowman, Jon Boggianoæ","The scandal is that while we know serving our youngest children is the gateway to lifelong success, the early childhood system is too fragmented to deliver innovation at scale. We have the science that shows the potential for changing kidsÍ lives, and we have methods that are proving successful for a few, but we struggle to imagine how things could be different, very different. Deeper understanding, fresh voices, new relationships and entrepreneurial energy is needed to cast a vision for the 30-year future for young children in America. A committed group of creative leaders is needed to bring the vision to life and to sustain it. For more information visit: www.earlylearningsummit.com		",leadership,collaboration,CPE Credit
MBK: Cradle-to-Career Youth Best Practices,Educational Equality,Summit,Basic Understanding,"Christopher Yanov, Rebekah Richards, Reginald Javier, Stephanie Doyle, Brenda Manuel Ed D, Paul Cruz, Denise Tillery, David Watkins, Laura Brady, Jill Snyder, Amy Kaye, Stacy Holland, Sallie Glickman, Nick Shultz, Michael Gaulden, Diallo Shabazz, Adriana Villavicencio, Susan Dawson, Edmund R Oropez, Mark Madrid, Dr Keisha Hunley-Jenkins, Jamie Fall, Ty Davidson, Mark  Bedell, Caitlin Collinsæ","Hosted by Public Consulting Group: Want to learn proven strategies that will position the children of your city to gain the physical, emotional, and cognitive preparedness to succeed? The six milestones of My BrotherÍs Keeper (MBK) are designed to ensure youth success throughout the nation. Through this summit, you will engage in meaningful dialogue and share best practices that helps school districts, agencies and community stakeholders advance the six goals of MBK. By facilitating knowledge sharing and hearing from experts, we will create a unique exchange on cradle-to-career best practices and walk away with action steps that advance the likelihood of success and opportunity for youth locally and nationally.",youth development,educational equity,CPE Credit
Personalized Learning Town Hall Meeting,Educational Equality,Summit,Basic Understanding,Sparky Zivinæ,"Student success, access, and equity are common concerns that impact every campus. At their intersection lies personalized learning, a transformative solution. In this highly interactive session, attendees will have the opportunity to engage around core ideas and assumptions surrounding personalized learning, student success strategies, increasing access and promoting equity. Come lend your voice to this discussion of these important issues, and help shape the language of the discourse. This meeting presents a valuable opportunity to share ideas, gain new perspectives and influence the field.		",personalized learning ,student success,town hall
K12 Social Innovation: Design 4 Impact,Entrepreneurialism,Summit,Basic Understanding,"Sophie Potter, Luca Leung, Ella Weinstein, Christina Kopecka, Connor Wise, Ivan Cesteroæ","This student-led summit explores social innovation as a vehicle for real-world problem solving, design thinking, entrepreneurship service and projects. Leaders of the SI Program at Avenues will present workshop including a brief discussion of the goals and utility of SI curriculum, a mini-design challenge, case study analysis in the global social innovation class and student-led event planning and management. We will embed the experience and outcomes of the d4i conference, held at the school on February 27, 2016 and co-hosted by 4.0 Schools and Schools That Can, in order to share the experiences of the schools, innovators and community members engaged in scaling this work. ",entrepreneurship design service,student-led social innovation,CPE Credit
Beyond Devices: Bringing Blended Learning to Life,Implementation,Summit,Field Experience,"John Branam, Beth Rabbitt, Kira Keane, Saro Mohammedæ","Interested in taking your blended learning implementation to the next level but not sure what resources exist to support you? Through a series of small-group sessions TLA will share expertise and resources focused on several key topics: competency-based education for students, competency-based professional development for educators, leadership competencies for blending learning, tools for tracking mastery, lessons learned from schools implementing blended learning and measurement. Come experience a competency-based learning environment in which you will choose your own path based on your objectives and interests, and leave with a concrete resource or plan to improve your own implementation.",blended learning,competency-based education,CPE Credit
"ImagineCon: The Future of Student Success 		",Implementation,Summit,Basic Understanding,TBDæ,"Hosted by the Bill and Melinda Gates Foundation: Experience the dynamic world of personalized learning and learn how itÍs creating a sea change in higher education. This exhibition will showcase cutting-edge projects in student success, personalized learning and next generation courseware funded by the Bill & Melinda Gates Foundation. Creative, interactive formats allow participants to engage with solution developers, learn from thought leaders and have fun along the way! Participants can identify strategies for personalizing learning on their own campuses and there will be prizes! Come learn more about these game-changing projects and provide feedback. DonÍt miss this opportunity to discover new ways to support student success!	",Educational Equality,Implementation,
Designing a Student-Centric University,Instructional Strategies,Summit,Basic Understanding,"Sultanna Krispil, Shane Dabor, Mike Wang, Anne Kauthæ","Panels and talks at conferences are innately passive. No matter how you structure the ñQ&Aî the experience still involves only one or a few people, talking at a lot of other people. They do not tap into the expertise of the audience -- ñthe wisdom in the room.î Our students, faculty and staff will create seminar-style classes (inspired by design sprints) for SXSWedu panelists to actively engage with inspired attendees (who attended their panels) around key concepts and ideas in higher ed.",higher education,students,innovation
Innovative Learning Happy Hour,Instructional Strategies,Summit,Field Experience,Lindsey Ownæ,"Share your own and learn from othersÍ outcomes from the earlier workshops in the Ready GO! implementation summit on developing school-wide innovation culture, re-mixing processes for learning experience design and rethinking assessment. Even if you did not attend the workshops, stop by for a snack and to learn from others.",learning,innovation,implementation
Introduction to Gold Standard PBL: Getting Started,Instructional Strategies,Summit,Basic Understanding,"Bob Lenz, Jennifer Cruzæ","The PBL Done Well summit focuses on the two most important factors in effective implementation of Project Based Learning: the teacher and the organizational context in which they operate. This first module, Introduction to Gold Standard PBL: Getting Started with Project Design, introduces educators to the instructional design model used by the Buck Institute for Education.",pbl,project based learning,instructional design
Practical Process to Schoolwide Innovation Culture,Instructional Strategies,Summit,Field Experience,"Kaleb  Rashad, Margaret Powersæ","Learn and share successes and pitfalls in developing innovation culture and mindset at different levels of school organization. Consider your school context and plan specific and positive actions that you and others at your school can take to shift individual and institutional mindsets. Leave with your own specific plan, continue into the next workshops of the Ready GO! implementation summit, and/or continue to share and learn from others at the summitÍs culminating Happy Hour share-out.",learning,innovation,implementation
Project Design: If You Build it They Will Learn,Instructional Strategies,Summit,Basic Understanding,"Bob Lenz, Jennifer Cruzæ",The PBL Done Well summit focuses on the two most important factors in effective implementation of Project Based Learning: The teacher and the organizational context in which they operate. This second module - Project Design: If You Build It They Will Learn _ engages educators in a highly interactive project design workshop led by Buck Institute for Education staff.,pbl,instructional design,instructional strategies
Re-Mix Your Learning Experience Design Process,Instructional Strategies,Summit,Field Experience,"Lindsey Own, Martin Moranæ","Do designing learning prompts, driving questions, project trajectories and authentic audience interactions sometimes feel like magic? Experience other master teachers' strategies for how they approach re-mixing their students' learning experiences to incorporate deeper innovations in teaching and learning. Build and plan how to continue building your personal mental innovation library, and map out processes for yourself to rethink how you create learning experiences for your students. Leave with your own specific plan, continue into the next workshops of the Ready GO! implementation summit and/or continue to share and learn from others at the summitÍs culminating Happy Hour share-out.",learning,innovation,
Rethink Assessment for Innovative Learning,Instructional Strategies,Summit,Field Experience,"Lindsey Own, Cheryl Steighneræ","Start from first principles for assessment to reconsider what it means to ""grade"" a student's learning. Play with other master teachers' tools for assessment, from project launch to tracking student progress on skill development to ""final"" assessments of learning. Design tools and classroom processes that support innovative learning and will actually work in your school context. Leave with your own specific plan, continue into the next workshops of the Ready GO! implementation summit, and/or continue to share and learn from others at the summitÍs culminating Happy Hour share-out.",learning,innovation,assessment
How Students Can Help Reinvent Higher Ed,Leadership,Summit,Basic Understanding,"Leticia Britos Cavagnaro, Humera Fasihuddin, Ben Riddle, Bre Przestrzelski, Nick Swayne, Ryan Phillips, Yi Tong Kan, Alex Flohr, Amin Mojtahedi, Laurie Moore, Dean Chang, Valerie  Sherry, Christopher Ashley, Ilya  Avdeev, Katie Dzuganæ","Some may think of students simply as customers of higher education, yet leading schools have discovered that students can play a far more strategic role as co-designers of the educational experience. This Summit will be structured in two 90-minute active blocks (you may attend one or both): in the first, you will hear the student voice, from leaders trained to impact how learning happens at their institutions, and apply design thinking to frame opportunities for change in higher ed. In the second block, you will go deeper into design thinking strategies and collaborate with panelists to distill bold ideas into experiments that you can imlpement to make a difference at your organization.",student voice,design thinking,higher education
Leading a School Energized by Project Designers,Leadership,Summit,Field Experience,"Bob Lenz, Jennifer Cruzæ","This third module „Leading a School Energized by Project Designers„introduces school and district leaders to the skills, strategies and structures needed to create a context where GS PBL flourishes.",pbl,instructional strategies,leadership 
Moving From Privacy to Trust,Leadership,Summit,Basic Understanding,"Aimee Guidera, Bob Moore, Deb Delisle, Kathleen Styles, Bill Fitzgerald, Brenda Leongæ","Concerns around the privacy of student data have been rising and educators are increasingly on the defensive as parents believe too much data is collected about their children. Trust is at the heart of the privacy debate. Last year the Student Data Principles were endorsed by 40 education associations, and over 200 companies have signed a Student Privacy Pledge. Learn how we can build trust through better educator training, improved review of education apps, clearer vendor agreements and building a ñsealî validating trusted learning environments. Participate in an interactive forum on what else is needed.",privacy ,parent engagement,CPE Credit
PBL? ItÍs All About the Plan,Leadership,Summit,Field Experience,"Bob Lenz, Jennifer Cruzæ",This fourth module - PBL? ItÍs All About the Plan _ engages school and district leaders in a highly interactive Project Based Learning systemic action planning workshop led by Buck Institute for Education staff. We will review key considerations for schools and districts that want a sustainable and scalable implementation of gold standard Project Based Learning across their system.,instructional strategies,leadership,CPE Credit
Slow Pitch: An EdTech Design ThinkTank,Leadership,Summit,Field Experience,"Sean Duffy, Joan Hughes, Janice Trinidad, Bob Metcalfe, Marc Wright, Gloria Gonzales-Dholakia, Akilah Willery, Lincoln Turner, Ryan Joy, Rudy Garza, Lorraine Salome, Eric Silva, Anita Greenberg, Soo Hyoung Joo, Patricia Fowler, Barton  Bollfrass, Cristal Glangchai, Nick Honegger, Jessie Shanks, Sarah Jabeen, Sawaros (Sam) Thanapornsandsuth, Nicole Smithæ","Join an interactive pitch session where startups, mentors and audience members will dialogue in order to hone startupsÍ products to transform learning and enter K-12 school markets. Selected EdTech startups will provide demos, evidence of real and potential impact, and marketing plans prior to this SXSWedu summit. At the summit, a generative dialogue between startups, educators, researchers and business mentors will be cultivated. Audience participation will be encouraged throughout the event through twitter, polls and open-mic opportunities. This design thinktank will help emerging edtech advance and innovate.",design process,entrepreneurship,transforming education
Transforming Education with Learners at the Center,Leadership,Summit,Basic Understanding,"Kelly Young, Trace Pickering, Virgel Hammonds, Michael Hinojosa, Margaret Blackæ","How do we realize a new future of learning in which every child fulfills their boundless potential? Join us to explore the learner-centered universe. Play with and expand your notions of where, how, when and with whom learning happens. Engage with leading pioneers and hear about their transformational journeys to reimagine and create learning environments that work for all learners. Whether you are just beginning to explore or have been on the learner-centered path for decades, walk away inspired with new ideas to redesign learning in your own community. ",transformation,learner-centered,CPE Credit
Enhancing Learning with VR/AR,Learning Spaces,Summit,Basic Understanding,"Cecilia Waismann, Renee Hobbs, Jeremy Roschelle, Jennifer Holland, Ilan Ben Yaakov, Fernando Ledezmaæ","The session will focus on theory and practice of VR/AR experiences that significantly enhance learning, presenting projects that expand the scope of students' learning experiences and provide new opportunities for the educator and the learner. The projects include curricular disciplines (e.g. physics) as well as pedagogical challenges (e.g. building empathy with others), developed through collaborations between teachers, students, researchers and entrepreneurs from different countries (Israel, Brazil, Mexico, Spain, USA). The session will be a rhythmic and dynamic event, including a panel of educational experts, an experiential showcase and a workshop on designing a VR Educational Solution.",virtual reality,student centered learning,CPE Credit
"Whole Child Education: Body, Mind and Spirit",SEL,Summit,Basic Understanding,"Michele Rusnak, Paul Cruz, Sherrie Raven, Yesenia Garcia - Herringtonæ","How do we build healthy, active, creative and socially skilled students and adults? AISD is weaving Coordinated School Health, creative learning strategies and social and emotional learning in all classrooms.National and local research demonstrates that whole child education increases attendance, reinforces positive behavior and improves academic achievement. In this active session, participants will gain the knowledge, skills, tools and techniques to implement whole child education in their classrooms. Don't miss this opportunity to learn how every student succeeds with whole child education.",sel,wellness,CPE Credit
Collective Impact for Learning & Attention Issues ,Special Needs,Summit,Basic Understanding,TBDæ,"Learning disabilities or learning differences. Reading disabilities or dyslexia. ADHD or executive functioning issues. We may use different terms and have different approaches, but we are all trying to do the same thing: help the one in five kids with learning and attention issues who struggle in school and in life. If you are part of an organization„large or small„dedicated to this mission, join the summit where you will meet others working toward the same goals you are. Share what you do, and network with nonprofits, funders and for-profit organizations. Find partnering opportunities around programming, development, marketing and problem solving. Get connected!",networking,learning disabilities,CPE Credit
Create to Change: Artistic Practice as Pedagogy,Arts,Workshop,Basic Understanding,"Willa Taylor, Bobby Biedrzyckiæ","This interactive hands-on workshop explores how artistic praxis (the what, how and why of what artists do) can be used by teachers to differentiate instruction and activate student engagement. Educators from the Goodman Theatre's Department of Education will lead activities from our PlayBuild Youth Intensive program, and examine the methodologies practiced in our award-winning teacher training programs. Participants will create implementation strategies for their own classrooms, and will also get hands-on experience with performance techniques that can be used to activate students, facilitate inquiry and discussion and develop engaging learning projects. ",arts education,pedagogy,CPE Credit
Improv(ing) the Writing Process,Arts,Workshop,Basic Understanding,"Carrington Alvarez, Jennifer Oleniczakæ","Writing is a process. Every student, regardless of age, needs to learn it.  So why not improve and innovate the way you teach it?We'll go through each step of the creative writing process, from dreaming up ideas to revising, to composing a collaborative poem using improvisational theatre.  Participants will explore literary elements central to poetry, including figurative language, imagery, musicality, and rhythm, through improv.  This will allow teachers and students to journey through the writing process like never before.Participants will not only write and dramatize poems, but also learn a new, imaginative technique for literacy instruction that will inspire!",improv,writing,CPE Credit
On Your Feet: Participatory Theatre for Learning,Arts,Workshop,Field Experience,"Nikki Zaleski, Jacob Watson, Alyssa Vera Ramosæ","Participatory theatre (PT) refers to an interactive, dialogical mode of performance, in which facilitators and participants co-construct and manipulate narratives through inquiry and play. For more than five years, For Youth Inquiry (FYI) has been using this approach to activate the creative potential of health education. In this on-your-feet workshop, we will use the tools of game, story, and improvisation to: 1) amplify youth voice, 2) cultivate inquiry and 3) spark critical dialogue. Through experiential learning and reflection, educators will uncover ways to apply participatory theatre in their own practice, and to empower youth as protagonists in their own learning. ",improv,game design,storytelling
"Open Maker Portfolios: Capture, Share and Assess",Assessment,Workshop,Basic Understanding,Stephanie Changæ,"Frustrated with test scores, grades and traditional assessment? Thinking through ways of allowing youth to showcase their abilities and voices in real ways? Join Maker Ed's workshop session on open maker portfolios and engage in an opportunity to make a simple project while also capturing and documenting the process you go through. Inspired by Maker EdÍs current Open Portfolio Project, in conjunction with Indiana UniversityÍs Creativity Labs, the workshop will include discussion around portfolio principles, practices and assessments, as well as facilitation techniques and documentation tools.",assessment,makers,CPE Credit
Brain Science and the Future of Teacher Training,Cognitive Process,Workshop,Basic Understanding,Glenn Whitmanæ,"Mind, Brain and Education (MBE) Science is the most innovative thinking being applied to enhancing teacher quality and student achievement today. However, few teachers and school leaders understand how the brain learns and changes. Teachers and school leaders are clamoring for models of school-wide integration of the principles and strategies of this science. The Center for Transformative Teaching and Learning, in partnership with university researchers and faculty, has developed a multi-tiered professional growth framework that workshop participants can use to inform, validate and transform how they teach and how each of their students learn.",neuroscience,professional development,CPE Credit
So Many SXSWedu Ideas: See How They Connect,Cognitive Process,Workshop,Field Experience,"Amy Shaffer, Michael Ellsworth, Brian Spittleræ","You just had an inspiring conversation. And saw a cool new app. And had an insight into a teaching approach you want to try. Now come explore how all these different ideas connect„and how they connect us to each other. Based on the findings of a three-year social experiment called the Idea Idea, this workshop is a place to actively explore, collide and combine ideas you have gathered during SXSWedu with other people/ideas. With insights into the social, neurological and cultural elements involved in such exchanges (and a bit of play), you will build new awareness and confidence to share and integrate your ideas across schools, skill-sets or industries„and make a few new friends to boot.",ideation,collaboration,relationships
Education & Employment: Exploring New Solutions,Continuing Education,Workshop,Basic Understanding,"Mary Abdo, Mike Feerickæ","Hosted by the WISE Initiative: One of the biggest issues of our time is addressing the challenges of a disruptive world of work. In this view, how to build education ecosystems that efficiently prepare us for the job market while also empowering us to shape the 21st century economy? A practical continuation of the Panel on ""Education and Employment,î this workshop will explore hands-on solutions to the main challenges of this changing world. In the format of a World Caf_, a dynamic and structured method, the session will host concomitant discussions led and supported by specialists. The aim is to generate and inspire new ideas from the collective understanding and insights of participants. ",employability,skills gap,lifelong learning
Nutrition Education Teacher Workshop,Continuing Education,Workshop,Field Experience,"Dan Marek, Stephanie Folkens æ","Common Threads, a national nonprofit committed to fighting childhood obesity by empowering underserved communities to cook for life, has partnered with Whole Kids Foundation to offer over 5,000 teachers in Austin and NOLA nutrition education through the Healthy Teachers program. Our program explores the state of food offerings, standard US diet, childhood obesity and healthy eating principles and offers cooking demos along with other services. Educators who go through the training receive a certificate of completion and proof of participation, as well as continuing ED credit.",continuing education,instructional strategies,CPE Credit
Unconferencing SXSWedu,Continuing Education,Workshop,Basic Understanding,Adam Holmanæ,"It's time to tap into the collective brainpower of educators in the room! Far too often professional development is a one-size-fits-all model that teachers feel is done to them rather than with them. An Edcamp is an innovative form of PD, often called an 'unconference,Í that brings educators together to talk about the things that matter most to them: their interests, passions and questions. The agenda is created the day of the event and is based solely on the wants of the participants at SXSWedu. All this is done with the intent to share promising and innovative practices, which ultimately improves teaching and learning in schools.",professional development,unconference,CPE Credit
Is My Subconscious the Problem? Racial Bias in Ed,Educational Equality,Workshop,Basic Understanding,"Madison Sloan, Morgan Craven, Yamanda Wrightæ","Kids of color are punished more frequently in school and are less likely to live and attend school in high-opportunity communities than their white peers. To address these inequities, we must understand how racialized systems form and the part we play in perpetuating them. We all have unconscious biases that inform the way we view and assess students. Participants will explore these biases with an interactive group test and examine the role that community formations play in creating large-scale unequal education opportunities. Participants will also develop concrete de-biasing techniques and a nuanced understanding of the role our subconscious plays in creating race-based inequities.",race,school discipline,
Science & Hip Hop - Creativity to Curiosity,Educational Equality,Workshop,Basic Understanding,Tom McFaddenæ,"Come for the live science raps, stay for the exploration of the Next Generation Science Standards. Tom makes a science YouTube show that brings diverse STEM role models into K-12 classrooms. In each episode, scientists model NGSS performance expectations and discuss their research. Episodes end with a music video prompting students to write their own verse on content, lab experiences or science metaphor. The show helps science teachers to connect their classroom inquiries to the cutting edge research being done by young, diverse scientists and engineers and to use hip hop to engage the subset of kids for whom musical creation is a key hook into core content. Tom leads you in writing a verse!",science,hip hop,CPE Credit
An Entrepreneurial Mindset for Student Success,Entrepreneurialism,Workshop,Basic Understanding,"Bree Langemo, Gary Schoenigeræ","An entrepreneurial mindset can empower ordinary people to accomplish extraordinary things; it is a mindset that exposes opportunity, ignites ambition, and fosters the intra- and interpersonal attitudes, behaviors and skills that lead to success, both in college and in life. This session will offer an inside look at a promising new approach to student success designed to harness the power of entrepreneurial thinking as an essential life skill. Drawing from the results of an initial pilot, this session will lead participants in the fundamental practices of the entrepreneurial process for student success and will help participants devise new approaches to student success at their institutions.",entrepreneurial learning,community college,CPE Credit
Teachers as Designers: Design on a Global Platform,Entrepreneurialism,Workshop,Basic Understanding,"Emma Scripps, Molly McMahonæ","Join The Teachers Guild, an open innovation platform out of IDEO and The Riverdale Country School, for an interactive design sprint where weÍll create solutions for a key challenge facing education. In this workshop, youÍll sharpen your design thinking skills and become connected to a global network of teachers on our platform. YouÍll walk away with new and better solutions, the mindset of a designer and the ability to bring design thinking to your school.",design thinking,innovation,CPE Credit
Learn to Play! A DIY Game-Based Learning Workshop,Gaming,Workshop,,"Conall Ryan, Bert Snow æ","Hosted by the Bill and Melinda Gates Foundation: Experience the excitement of creating new, engaging methods of education delivery! Muzzy Lane, a company that develops innovative, custom games for publishers, is now bringing the best of their capabilities to the masses with their cloud-based DIY game development tool, Muzzy Lane Author. In this hands-on session, participants will use Muzzy Lane Author to design a game they can use in their own classes and learning environments. Gain new game-based learning skills and benefit from Muzzy LaneÍs extensive industry expertise.",personalized learning,student success,games
Pink or Blue? Examining Gender in Games,Gaming,Workshop,Basic Understanding,Julie Evansæ,"Contrary to what we may want to believe, emerging research indicates that use of digital tools and content within learning is not gender-blind.  While girls and boys share a common interest in technology to support personalized learning, their uses of and aspirations for digital learning are often quite different.  This is especially true with game-based learning.  In this workshop, we will roll up our sleeves and interact with a variety of games that are popular in education.  Using a new evaluation tool, participants will gain an insider perspective on gender-bias or sensitivity within games by examining the characterization, imagery and language, storyline and results of the game play. ",gender,games,equity
Coding with Scratch: Connected Learning Workshops,Implementation,Workshop,Basic Understanding,"Sarah Otts, Paulina Haduongæ","Today, creating and expressing oneself with technology are key fluencies for civic engagement. How can we increase the diversity of youth who become engaged in creating with new tech? We will explore ways to engage youth in their diverse interests, like fashion, hip-hop, or sports, through related activities using Scratch (a creative computing environment). Based on this design experience, we will discuss ways to develop and facilitate connected learning activities for youth. All levels welcome, from newcomers to experienced Scratchers. Bring a laptop (if available) to this hands-on workshop.",stem,coding,CPE Credit
Improv(e) Your Ethics: Roleplay Decision Making,Implementation,Workshop,Basic Understanding,"Karen Landolt, Amira Pollockæ","Research shows that you are better equipped to behave ethically in the workplace when you have scripted in advance how to respond in the moment. We will use activating scenes, a technique used in theatre education, to role-play ethical dilemmas and help you enhance your in-the-moment responses to real life scenarios through strategic rehearsal. Join us for an interactive session that will apply improvisation techniques to expand your understanding of ethics and values, help you identify ethical red flags, and equip you with decision-making frameworks to solve ethical dilemmas.",decision-making,ethics,improv
New Models in Instructional Content Sharing,Implementation,Workshop,Basic Understanding,"Kerry Ballast, Hugh Norwood, Juan Cabreraæ","You have a technology-ready teacher (finally!) You have a technology-ready classroom, wired and filled with devices. You have students eager to collaborate and apply their learning online. And you have a . . . printed textbook? An LMS with limited libraries? Classroom content needs the reinvention and reimagination that the blackboard and rows of desks have had. In this workshop, youÍll learn about how LEA and SEA practitioners are leveraging new models to allow teachers and students to use content in new, localized and interoperable ways.",,,CPE Credit
Running Experiments in Outer Space,Implementation,Workshop,Basic Understanding,Kevin Coccoæ,"Learn how the emerging market of small satellites, CubeSats, are democratizing access to student space exploration. This workshop will include running hands-on experiments using CubeSat sensors in the classroom. These same sensors are available on a constellation of CubeSats for student experiments. Attendees will work with the tools used to design and upload experiments to satellite in low earth orbit. Data analysis and visualization of previous space experiment data will be used to demonstrate the tools for creating a shareable experiment portfolios. ",space,stem,CPE Credit
